participant	trial	det	noun	lemma	target_lemma	noun.end	last_a	root.end	es.gender	eu.syl.num	es	en	detGender	detNumber	lemma_phon_gender	noun_phon_gender	analogical	phon_lemma	phon_noun	default_f	default_m	repetition	fluidgen
B2	15	el	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	m	s	m	f	0	1	0	0	1	0	
B2	16	el	soineko-a	soineko	soineko	a	1	o	m	3	vestido	dress	m	s	m	f	1	1	0	0	1	0	
B2	17	el	uda	uda	uda	a	1	a	m	2	verano	summer	m	s	f	f	1	0	0	0	1	0	
B2	18	el	babarrun	babarrun	babarrun	n	0	n	f	3	alubia	bean	m	s	m	m	0	1	1	0	1	0	
B2	19	el	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	m	s	m	f	0	1	0	0	1	0	
B2	20	el	gezi-a	gezi	gezi	a	1	i	f	2	flecha	arrow	m	s	m	f	0	1	0	0	1	0	
B2	21	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
B2	22	la	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	f	s	m	f	1	0	1	1	0	0	
B2	23	la	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	f	s	f	f	0	1	1	1	0	0	
B2	24	la	bekain-a	bekain	bekain	a	1	n	f	2	ceja	eyebrow	f	s	m	f	1	0	1	1	0	0	
B2	25	la	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	f	s	m	f	0	0	1	1	0	0	
B2	26	el	beso-a	beso	beso	a	1	o	m	2	brazo	arm	m	s	m	f	1	1	0	0	1	0	
B2	27	la	errota	errota	errota	a	1	a	m	3	molino	mill	f	s	f	f	0	1	1	1	0	0	
B2	28	el	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	m	s	m	f	1	1	0	0	1	0	
B2	30	la	ezpain-a	ezpain	ezpain	a	1	n	m	2	labio	lip	f	s	m	f	0	0	1	1	0	0	
B2	31	la	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	f	s	m	f	1	0	1	1	0	0	
B2	32	el	pospolo	pospolo	pospolo	o	0	o	f	3	cerilla	match	m	s	m	m	0	1	1	0	1	0	
B2	33	la	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	f	s	m	f	0	0	1	1	0	0	
B2	34	el	eguzki-a	eguzki	eguzki	a	1	i	m	3	sol	sun	m	s	m	f	1	1	0	0	1	0	
B2	35	la	praka	praka	galtza	a	1	a	m	2	pantalón	trouser	f	s	f	f	0	1	1	1	0	0	
B3	1	el	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	m	s	m	f	0	1	0	0	1	0	
B3	2	la	begi-a	begi	begi	a	1	i	m	2	ojo	eye	f	s	m	f	0	0	1	1	0	0	
B3	3	la	kirten-a	kirten	kirten	a	1	n	m	2	mango	handle	f	s	m	f	0	0	1	1	0	0	
B3	4	la	tipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
B3	5	la	eraztun-a	eraztun	eraztun	a	1	n	m	3	anillo	ring	f	s	m	f	0	0	1	1	0	0	
B3	6	el	soka	soka	soka	a	1	a	f	2	cuerda	rope	m	s	f	f	0	0	0	0	1	0	
B3	7	la	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	f	s	m	f	0	0	1	1	0	0	
B3	8	el	moko-a	moko	moko	a	1	o	m	2	pico	beak	m	s	m	f	1	1	0	0	1	0	
B3	9	la	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	f	s	m	f	1	0	1	1	0	0	
B3	10	el	tanta	tanta	tanta	a	1	a	f	2	gota	drop	m	s	f	f	0	0	0	0	1	0	
B3	11	la	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	f	s	m	f	1	0	1	1	0	0	
B3	12	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	0	
B3	13	la	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	f	s	m	f	1	0	1	1	0	0	
B3	14	la	soineko-a	soineko	soineko	a	1	o	m	3	vestido	dress	f	s	m	f	0	0	1	1	0	0	
B3	15	el	uda	uda	uda	a	1	a	m	2	verano	summer	m	s	f	f	1	0	0	0	1	0	
B3	16	la	babarrun-a	babarrun	babarrun	a	1	n	f	3	alubia	bean	f	s	m	f	1	0	1	1	0	0	
B3	17	el	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	m	s	m	f	0	1	0	0	1	0	
B3	18	la	gezi-a	gezi	gezi	a	1	i	f	2	flecha	arrow	f	s	m	f	1	0	1	1	0	0	
B3	19	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
B3	20	la	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	f	s	m	f	1	0	1	1	0	0	
B3	21	la	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	f	s	f	f	0	1	1	1	0	0	
B3	22	el	bekain-a	bekain	bekain	a	1	n	f	2	ceja	eyebrow	m	s	m	f	0	1	0	0	1	0	
B3	23	el	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	m	s	m	f	1	1	0	0	1	0	
B3	24	el	beso-a	beso	beso	a	1	o	m	2	brazo	arm	m	s	m	f	1	1	0	0	1	0	
B3	25	el	errota	errota	errota	a	1	a	m	3	molino	mill	m	s	f	f	1	0	0	0	1	0	
B3	26	el	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	m	s	m	f	1	1	0	0	1	0	
B3	27	la	ezpain-a	ezpain	ezpain	a	1	n	m	2	labio	lip	f	s	m	f	0	0	1	1	0	0	
B3	28	el	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	m	s	m	f	0	1	0	0	1	0	
B3	29	el	pospolo-a	pospolo	pospolo	a	1	o	f	3	cerilla	match	m	s	m	f	0	1	0	0	1	0	
B3	30	el	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	m	s	m	f	1	1	0	0	1	0	
B3	31	el	eguzki-a	eguzki	eguzki	a	1	i	m	3	sol	sun	m	s	m	f	1	1	0	0	1	0	
B3	32	el	galtza	galtza	galtza	a	1	a	m	2	pantalón	trouser	m	s	f	f	1	0	0	0	1	0	
B4	1	el	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	m	s	m	f	0	1	0	0	1	0	
B4	2	el	begi-a	begi	begi	a	1	i	m	2	ojo	eye	m	s	m	f	1	1	0	0	1	0	
B4	3	la	kirten-a	kirten	kirten	a	1	n	m	2	mango	handle	f	s	m	f	0	0	1	1	0	0	
B4	4	la	kipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
B4	5	el	eraztun	eraztun	eraztun	n	0	n	m	3	anillo	ring	m	s	m	m	1	1	1	0	1	0	
B4	6	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
B4	7	el	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	m	s	m	f	1	1	0	0	1	0	
B4	8	el	moko-a	moko	moko	a	1	o	m	2	pico	beak	m	s	m	f	1	1	0	0	1	0	
B4	9	el	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	m	s	m	f	0	1	0	0	1	1	*
B4	10	la	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	f	s	m	f	1	0	1	1	0	1	*
B4	16	la	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	f	s	m	f	1	0	1	1	0	0	
B4	17	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	0	
B4	18	la	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	f	s	m	f	1	0	1	1	0	0	
B4	19	la	soineko-a	soineko	soineko	a	1	o	m	3	vestido	dress	f	s	m	f	0	0	1	1	0	0	
B4	20	la	uda	uda	uda	a	1	a	m	2	verano	summer	f	s	f	f	0	1	1	1	0	0	
B4	21	el	babarrun	babarrun	babarrun	n	0	n	f	3	alubia	bean	m	s	m	m	0	1	1	0	1	0	
B4	22	la	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	f	s	m	f	1	0	1	1	0	0	
B4	23	el	gezi-a	gezi	gezi	a	1	i	f	2	flecha	arrow	m	s	m	f	0	1	0	0	1	0	
B4	24	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
B4	25	la	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	f	s	m	f	1	0	1	1	0	0	
B4	26	la	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	f	s	f	f	0	1	1	1	0	0	
B4	27	el	bekain	bekain	bekain	n	0	n	f	2	ceja	eyebrow	m	s	m	m	0	1	1	0	1	0	
B4	29	la	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	f	s	m	f	0	0	1	1	0	0	
B4	30	el	beso-a	beso	beso	a	1	o	m	2	brazo	arm	m	s	m	f	1	1	0	0	1	0	
B4	31	la	errota	errota	errota	a	1	a	m	3	molino	mill	f	s	f	f	0	1	1	1	0	0	
B4	32	el	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	m	s	m	f	1	1	0	0	1	0	
B4	33	la	ezpain-a	ezpain	ezpain	a	1	n	m	2	labio	lip	f	s	m	f	0	0	1	1	0	0	
B4	34	la	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	f	s	m	f	1	0	1	1	0	0	
B4	35	el	pospolo	pospolo	pospolo	o	0	o	f	3	cerilla	match	m	s	m	m	0	1	1	0	1	0	
B4	36	la	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	f	s	m	f	0	0	1	1	0	0	
B4	37	la	eguzki-a	eguzki	eguzki	a	1	i	m	3	sol	sun	f	s	m	f	0	0	1	1	0	0	
B5	1	la	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	f	s	m	f	1	0	1	1	0	0	
B5	2	la	begi-a	begi	begi	a	1	i	m	2	ojo	eye	f	s	m	f	0	0	1	1	0	0	
B5	3	la	kirten-a	kirten	kirten	a	1	n	m	2	mango	handle	f	s	m	f	0	0	1	1	0	0	
B5	4	la	tipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
B5	5	la	eraztun	eraztun	eraztun	n	0	n	m	3	anillo	ring	f	s	m	m	0	0	0	1	0	0	
B5	6	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
B5	7	la	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	f	s	m	f	0	0	1	1	0	0	
B5	8	la	moko-a	moko	moko	a	1	o	m	2	pico	beak	f	s	m	f	0	0	1	1	0	0	
B5	9	la	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	f	s	m	f	1	0	1	1	0	0	
B5	11	la	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	f	s	m	f	1	0	1	1	0	0	
B5	12	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	0	
B5	13	la	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	f	s	m	f	1	0	1	1	0	0	
B5	14	la	soineko	soineko	soineko	o	0	o	m	3	vestido	dress	f	s	m	m	0	0	0	1	0	0	
B5	16	la	babarrun	babarrun	babarrun	n	0	n	f	3	alubia	bean	f	s	m	m	1	0	0	1	0	0	
B5	17	la	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	f	s	m	f	1	0	1	1	0	0	
B5	18	la	gezi-a	gezi	gezi	a	1	i	f	2	flecha	arrow	f	s	m	f	1	0	1	1	0	0	
B5	19	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
B5	21	la	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	f	s	f	f	0	1	1	1	0	0	
B5	22	la	bekain-a	bekain	bekain	a	1	n	f	2	ceja	eyebrow	f	s	m	f	1	0	1	1	0	0	
B5	23	la	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	f	s	m	f	0	0	1	1	0	0	
B5	24	la	beso-a	beso	beso	a	1	o	m	2	brazo	arm	f	s	m	f	0	0	1	1	0	0	
B5	25	la	errota	errota	errota	a	1	a	m	3	molino	mill	f	s	f	f	0	1	1	1	0	0	
B5	27	la	ezpain-a	ezpain	ezpain	a	1	n	m	2	labio	lip	f	s	m	f	0	0	1	1	0	0	
B5	28	la	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	f	s	m	f	1	0	1	1	0	0	
B5	29	la	pospolo	pospolo	pospolo	o	0	o	f	3	cerilla	match	f	s	m	m	1	0	0	1	0	0	
B5	30	la	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	f	s	m	f	0	0	1	1	0	0	
B5	32	la	praka	praka	galtza	a	1	a	m	2	pantalón	trouser	f	s	f	f	0	1	1	1	0	0	
B6	1	la	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	f	s	m	f	1	0	1	1	0	0	
B6	2	la	begi-a	begi	begi	a	1	i	m	2	ojo	eye	f	s	m	f	0	0	1	1	0	0	
B6	3	la	kirten-a	kirten	kirten	a	1	n	m	2	mango	handle	f	s	m	f	0	0	1	1	0	0	
B6	4	la	tipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
B6	5	el	eraztun-a	eraztun	eraztun	a	1	n	m	3	anillo	ring	m	s	m	f	1	1	0	0	1	0	
B6	6	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
B6	7	el	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	m	s	m	f	1	1	0	0	1	0	
B6	8	el	moko-a	moko	moko	a	1	o	m	2	pico	beak	m	s	m	f	1	1	0	0	1	0	
B6	9	la	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	f	s	m	f	1	0	1	1	0	0	
B6	11	la	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	f	s	m	f	1	0	1	1	0	0	
B6	12	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	0	
B6	13	la	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	f	s	m	f	1	0	1	1	0	0	
B6	14	la	soineko-a	soineko	soineko	a	1	o	m	3	vestido	dress	f	s	m	f	0	0	1	1	0	0	
B6	15	la	uda	uda	uda	a	1	a	m	2	verano	summer	f	s	f	f	0	1	1	1	0	0	
B6	16	la	babarrun-a	babarrun	babarrun	a	1	n	f	3	alubia	bean	f	s	m	f	1	0	1	1	0	0	
B6	17	la	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	f	s	m	f	1	0	1	1	0	0	
B6	18	la	gezi-a	gezi	gezi	a	1	i	f	2	flecha	arrow	f	s	m	f	1	0	1	1	0	0	
B6	19	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
B6	20	la	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	f	s	m	f	1	0	1	1	0	0	
B6	21	la	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	f	s	f	f	0	1	1	1	0	0	
B6	22	la	bekain-a	bekain	bekain	a	1	n	f	2	ceja	eyebrow	f	s	m	f	1	0	1	1	0	0	
B6	23	la	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	f	s	m	f	0	0	1	1	0	0	
B6	24	la	beso-a	beso	beso	a	1	o	m	2	brazo	arm	f	s	m	f	0	0	1	1	0	0	
B6	25	la	haizerrota	errota	errota	a	1	a	m	3	molino	mill	f	s	f	f	0	1	1	1	0	0	
B6	28	la	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	f	s	m	f	1	0	1	1	0	0	
B6	29	el	pospolo	pospolo	pospolo	o	0	o	f	3	cerilla	match	m	s	m	m	0	1	1	0	1	0	
B6	30	el	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	m	s	m	f	1	1	0	0	1	0	
B6	32	el	eguzki-a	eguzki	eguzki	a	1	i	m	3	sol	sun	m	s	m	f	1	1	0	0	1	0	
B7	2	el	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	m	s	m	f	0	1	0	0	1	0	
B7	3	el	begi-a	begi	begi	a	1	i	m	2	ojo	eye	m	s	m	f	1	1	0	0	1	0	
B7	4	el	kirten-a	kirten	kirten	a	1	n	m	2	mango	handle	m	s	m	f	1	1	0	0	1	0	
B7	5	el	kipula	tipula	tipula	a	1	a	f	3	cebolla	onion	m	s	f	f	0	0	0	0	1	0	
B7	6	el	eraztun-a	eraztun	eraztun	a	1	n	m	3	anillo	ring	m	s	m	f	1	1	0	0	1	0	
B7	7	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
B7	8	el	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	m	s	m	f	1	1	0	0	1	0	
B7	9	el	moko-a	moko	moko	a	1	o	m	2	pico	beak	m	s	m	f	1	1	0	0	1	0	
B7	10	el	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	m	s	m	f	0	1	0	0	1	0	
B7	12	la	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	f	s	m	f	1	0	1	1	0	0	
B7	13	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	0	
B7	14	la	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	f	s	m	f	1	0	1	1	0	0	
B7	15	la	soineko-a	soineko	soineko	a	1	o	m	3	vestido	dress	f	s	m	f	0	0	1	1	0	0	
B7	16	la	uda	uda	uda	a	1	a	m	2	verano	summer	f	s	f	f	0	1	1	1	0	0	
B7	17	el	babarrun-a	babarrun	babarrun	a	1	n	f	3	alubia	bean	m	s	m	f	0	1	0	0	1	0	
B7	18	la	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	f	s	m	f	1	0	1	1	0	0	
B7	19	la	gezi-a	gezi	gezi	a	1	i	f	2	flecha	arrow	f	s	m	f	1	0	1	1	0	0	
B7	20	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
B7	21	el	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	m	s	m	f	0	1	0	0	1	1	*
B7	22	la	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	f	s	m	f	1	0	1	1	0	1	*
B7	23	el	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	m	s	f	f	1	0	0	0	1	0	
B7	24	el	bekain-a	bekain	bekain	a	1	n	f	2	ceja	eyebrow	m	s	m	f	0	1	0	0	1	0	
B7	25	el	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	m	s	m	f	1	1	0	0	1	0	
B7	26	el	beso-a	beso	beso	a	1	o	m	2	brazo	arm	m	s	m	f	1	1	0	0	1	0	
B7	27	la	errota	errota	errota	a	1	a	m	3	molino	mill	f	s	f	f	0	1	1	1	0	0	
B7	28	el	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	m	s	m	f	1	1	0	0	1	0	
B7	29	el	ezpain-a	ezpain	ezpain	a	1	n	m	2	labio	lip	m	s	m	f	1	1	0	0	1	0	
B7	30	la	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	f	s	m	f	1	0	1	1	0	0	
B7	31	la	pospolo	pospolo	pospolo	o	0	o	f	3	cerilla	match	f	s	m	m	1	0	0	1	0	0	
B7	32	el	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	m	s	m	f	1	1	0	0	1	0	
B7	33	el	eguzki-a	eguzki	eguzki	a	1	i	m	3	sol	sun	m	s	m	f	1	1	0	0	1	0	
B7	34	el	praka	praka	galtza	a	1	a	m	2	pantalón	trouser	m	s	f	f	1	0	0	0	1	0	
B8	1	la	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	f	s	m	f	1	0	1	1	0	0	
B8	2	la	begi-a	begi	begi	a	1	i	m	2	ojo	eye	f	s	m	f	0	0	1	1	0	0	
B8	3	el	kirten-a	kirten	kirten	a	1	n	m	2	mango	handle	m	s	m	f	1	1	0	0	1	0	
B8	4	la	tipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
B8	5	la	eraztun-a	eraztun	eraztun	a	1	n	m	3	anillo	ring	f	s	m	f	0	0	1	1	0	0	
B8	6	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
B8	7	el	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	m	s	m	f	1	1	0	0	1	0	
B8	8	el	moko-a	moko	moko	a	1	o	m	2	pico	beak	m	s	m	f	1	1	0	0	1	0	
B8	9	la	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	f	s	m	f	1	0	1	1	0	0	
B8	10	la	tanta	tanta	tanta	a	1	a	f	2	gota	drop	f	s	f	f	1	1	1	1	0	0	
B8	11	la	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	f	s	m	f	1	0	1	1	0	0	
B8	12	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	0	
B8	13	el	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	m	s	m	f	0	1	0	0	1	0	
B8	14	la	gona	gona	soineko	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
B8	15	la	uda	uda	uda	a	1	a	m	2	verano	summer	f	s	f	f	0	1	1	1	0	0	
B8	16	la	babarrun-a	babarrun	babarrun	a	1	n	f	3	alubia	bean	f	s	m	f	1	0	1	1	0	0	
B8	17	la	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	f	s	m	f	1	0	1	1	0	0	
B8	18	la	gezi-a	gezi	gezi	a	1	i	f	2	flecha	arrow	f	s	m	f	1	0	1	1	0	0	
B8	19	el	soineko	soineko	gona	o	0	o	m	3	vestido	dress	m	s	m	m	1	1	1	0	1	0	
B8	20	la	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	f	s	m	f	1	0	1	1	0	0	
B8	21	la	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	f	s	f	f	0	1	1	1	0	0	
B8	22	el	bekain-a	bekain	bekain	a	1	n	f	2	ceja	eyebrow	m	s	m	f	0	1	0	0	1	0	
B8	23	el	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	m	s	m	f	1	1	0	0	1	0	
B8	24	el	beso-a	beso	beso	a	1	o	m	2	brazo	arm	m	s	m	f	1	1	0	0	1	0	
B8	25	la	errota	errota	errota	a	1	a	m	3	molino	mill	f	s	f	f	0	1	1	1	0	0	
B8	26	la	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	f	s	m	f	0	0	1	1	0	0	
B8	27	el	ezpain-a	ezpain	ezpain	a	1	n	m	2	labio	lip	m	s	m	f	1	1	0	0	1	0	
B8	28	la	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	f	s	m	f	1	0	1	1	0	0	
B8	29	el	pospolo	pospolo	pospolo	o	0	o	f	3	cerilla	match	m	s	m	m	0	1	1	0	1	0	
B8	30	la	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	f	s	m	f	0	0	1	1	0	0	
B8	31	la	eguzki-a	eguzki	eguzki	a	1	i	m	3	sol	sun	f	s	m	f	0	0	1	1	0	0	
B8	32	la	praka	praka	galtza	a	1	a	m	2	pantalón	trouser	f	s	f	f	0	1	1	1	0	0	
B9	1	el	hosto	hosto	hosto	o	0	o	f	2	hoja	leaf	m	s	m	m	0	1	1	0	1	0	
B9	2	el	begi	begi	begi	i	0	i	m	2	ojo	eye	m	s	m	m	1	1	1	0	1	0	
B9	3	el	kirten	kirten	kirten	n	0	n	m	2	mango	handle	m	s	m	m	1	1	1	0	1	0	
B9	4	la	tipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
B9	5	el	eraztun	eraztun	eraztun	n	0	n	m	3	anillo	ring	m	s	m	m	1	1	1	0	1	0	
B9	7	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
B9	9	el	ogi	ogi	ogi	i	0	i	m	2	pan	bread	m	s	m	m	1	1	1	0	1	0	
B9	10	el	moko	moko	moko	o	0	o	m	2	pico	beak	m	s	m	m	1	1	1	0	1	0	
B9	11	el	ilargi	ilargi	ilargi	i	0	i	f	3	luna	moon	m	s	m	m	0	1	1	0	1	0	
B9	13	el	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	m	s	m	f	0	1	0	0	1	0	
B9	14	el	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	m	s	m	f	0	1	0	0	1	0	
B9	15	el	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	m	s	m	f	0	1	0	0	1	0	
B9	16	el	soineko	soineko	soineko	o	0	o	m	3	vestido	dress	m	s	m	m	1	1	1	0	1	0	
B9	17	el	uda	uda	uda	a	1	a	m	2	verano	summer	m	s	f	f	1	0	0	0	1	0	
B9	18	el	babarrun-a	babarrun	babarrun	a	1	n	f	3	alubia	bean	m	s	m	f	0	1	0	0	1	0	
B9	19	el	belaun	belaun	belaun	n	0	n	f	2	rodilla	knee	m	s	m	m	0	1	1	0	1	0	
B9	20	el	gezi	gezi	gezi	i	0	i	f	2	flecha	arrow	m	s	m	m	0	1	1	0	1	0	
B9	22	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
B9	24	la	tanta	tanta	malko	a	1	a	f	2	gota	drop	f	s	f	f	1	1	1	1	0	0	
B9	25	la	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	f	s	f	f	0	1	1	1	0	0	
B9	26	la	bekain	bekain	bekain	n	0	n	f	2	ceja	eyebrow	f	s	m	m	1	0	0	1	0	0	
B9	27	el	zubi	zubi	zubi	i	0	i	m	2	puente	bridge	m	s	m	m	1	1	1	0	1	0	
B9	28	el	beso	beso	beso	o	0	o	m	2	brazo	arm	m	s	m	m	1	1	1	0	1	0	
B9	29	el	errota	errota	errota	a	1	a	m	3	molino	mill	m	s	f	f	1	0	0	0	1	0	
B9	30	el	lepo	lepo	lepo	o	0	o	m	2	cuello	neck	m	s	m	m	1	1	1	0	1	0	
B9	31	el	ezpain	ezpain	ezpain	n	0	n	m	2	labio	lip	m	s	m	m	1	1	1	0	1	0	
B9	32	el	ezti	ezti	ezti	i	0	i	f	2	miel	honey	m	s	m	m	0	1	1	0	1	0	
B9	33	el	pospolo	pospolo	pospolo	o	0	o	f	3	cerilla	match	m	s	m	m	0	1	1	0	1	0	
B9	34	el	komun	komun	komun	n	0	n	m	2	cuarto de baño	toilet	m	s	m	m	1	1	1	0	1	0	
B9	35	el	eguzki	eguzki	eguzki	i	0	i	m	3	sol	sun	m	s	m	m	1	1	1	0	1	0	
B9	36	la	praka	praka	galtza	a	1	a	m	2	pantalón	trouser	f	s	f	f	0	1	1	1	0	0	
